Data,Rating,Titolo,Testo,Locale,Etichetta
2018-01-28,40,il brunch più caro della storia,si vede che siamo a milano selezione pandenus con pane marmellata e cioccolata salmoneuovapatateavocadopancakenocispinacinipomodorini insomma come quantità ci siamo qualità discreta però il dolce lasciava desiderare caffè bruciato e poi mi fai pagare 15 una bottiglietta dacqua non compresa nel menù di 25 euro speculazione,tadino,pos
2018-01-27,40,aspettando il cinema...,bello il locale panetteria tipo vecchia milano di giorno e nel week dalle 18 alle 21 si trasforma in happy hours alla grande cibo buono semplice sano piacevole stuzzicare con gli amici lunica piccola negatività musica troppo alta e pum pum pum fastidiosa gentile il personale,tadino,pos
2018-01-16,10,un compleanno,senza dubbio il locale è carino se non sbaglio era un panificio una volta scelto per festeggiare un compleanno siamo in 10 persone veniamo infilati e incastrati intorno ad un tavolo che massimo era per 8 e questo ci può stare e che a fianco da una parte e dallaltra del tavolo infilano delle altre persone in minuscoli tavolini giuro che una persona dava il sedere sulla testa di mio fratello i piatti vengono presentati bene la qualità nella media il prezzo giusto sarebbe 1520  ma daltronde siamo a milano però magari dateci almeno acqua nel prezzo termino dicendo che è scandaloso il numero di coperti eccessivo chissà se ciò è regolare intendo il n di persone in proporzione alla cubatura dello spazio infine ma i cappotti uno dove se li mette siamo inverno sapete e la gente gira coperta ebbene il tutto va tenuto sulle gambe o appeso alle cerniere delle portefinestre ma su pandenus un pò di serietà e ragionevolezza non pensate solamente ai dindini ,tadino,neg
2018-01-07,20,il brunch da non provare,sono stata da pandenus per un brunch la quantità del cibo è abbondante ma la qualità è decisamente scarsa la macedonia consisteva in tre pezzi di frutta nemmeno freschi e annacquati i pancakes erano secchi e le brioches e i rustici che ci hanno portato erano vecchie linsalatina scondita senza alcun senso di esistere il tavolo minuscolo era a malapena per due persone noi eravamo in tre tanto che il cameriere non sapeva più dove appoggiare i piatti il servizio inesistente hanno dimenticato di portarci il succo  palesemente confezionato  lo abbiamo richiesto e nonostante fossimo in tre ne hanno portati due e dopo aver finito abbiamo aspettato mezzora prima che sparecchiassero il tavolo sempre dopo averli chiamati per quello che ho mangiato il prezzo è eccessivo,tadino,neg
2017-12-30,40,"ottimi cocktail, ambiente accogliente",ottimi cocktail servizio cortese e veloce ambiente accogliente prezzi adeguati molto consigliato,tadino,pos
2017-12-24,40,di....., passaggio a milano visito questo locale per la seconda volta per un brunch veloce la proposta del giorno per i primi piatti è stata molto valida e gustosa prezzi per me che vengo dalla provincia friulana consoni alla qualità e alla bellezza del locale,tadino,pos
2017-12-16,30,un buon brunch,sono stata in questo locale per il brunch domenicale i menù del brunch che vengono offerti sono completi caffè succo uova bacon pancakes french toast ecc buono e prezzi medi per il brunch,tadino,neg
2017-11-21,20,discreto ma caro,aperitivo discreto come qualità ma scarsa scelta nel buffet e un po caro tavoli tra loro vicinissimi quando ti alzi disturbi continuamente gli altri  nessun gancio o attaccapanni per appendere giacche borse e caschi la clientela è costretta ad ammassare cappotti giacche borse etc sugli sgabelli scomodissimo soprattutto dinverno basterebbe veramente poco a mettere qualche appendiabiti e qualche gancio sotto ai tavolini come fanno moltissimi altri locali,tadino,neg
2017-11-20,50,uno dei migliori aperitivi a milano,sono stato diverse volte in questo bellissimo bar di milano zona porta venezia innanzitutto il design del locale è pazzesco bellissime le luci e molto disponibile il servizio per quanto riguarda i cocktails sono buonissimi e davvero eseguiti alla perfezione ottime anche le proposte dellaperitivo pizza sfornata ogni poco verdure frittate frutta polpettine e quantaltro penso che ci sia unatmosfera pazzesca e anche molto romantica nel caso si volesse andare per un appuntamento romantico consiglio di prenotare sempre,tadino,pos
2017-11-16,20,posto carino ma caro,arrivi in questo posto per gustarti una centrifuga te ne vai che spendi 8  sinceramente lo trovo un pò caro passi per il fatto che siamo a milano ma non mi sembra un prezzo consono se a pochi metri avrei speso circa la metà ormai sembra che ti facciano pagare la moda del momento piuttosto che la sostanza nulla da ridire per quanto riguarda la location il servizio e lambiente,tadino,neg
2017-11-13,10,negativo,prezzi molto elevati due tazze thè 800 senza un biscotto servizio particolarmente scadente e non allaltezza del locale,tadino,neg
2017-11-13,40,brunch infinito,sono venuta con delle amiche per un brunch di domenica spinta dalle foto molto invitanti il brunch è ottimo ci sono quattro macro scelte con aggiunta toast e brioches allinizio e dolce alla fine del piatto principale cè la possibilità di scegliere tra due tipologie di succhi e alla fine viene servito caffè americano lunica nota negativa a mio parere è che si dovrebbe dare lopportunità di scelta tra caffè americano e the se si vuole il the lo si deve pagare a parte il locale è davvero carino anche se piccolino quindi è consigliato prenotare le cameriere forse un po troppo frettolose il prezzo secondo me è un po esagerato 25 euro a testa è abbastanza alto,tadino,pos
2017-11-07,10,un aperitivo al buio,conoscevo la vecchia panetteria che da anni ormai ha ceduto agli eredi il locale tuttaltra cosa il nuovocome definirlo bar panettiere con mescita locale trendy bah linterno è angusto nella penombra ingombro di sgabelli tavoli e sedie il banco è sacrificato inavvicinabile serve dappoggio per i vassoi da consegnare sfrutta giustamente il marciapiede tenendo le vetrine aperte e con appoggi a muro tra vasi di aromatiche attenzione ordino alle 1930 un semplice banale spritz arriva un mezzo bicchiere di analcolico arancione con del bianco da cucinare abbandonato da un cameriere che volta le spalle senza piattino né tovagliolino né unoliva ghiaccio poco provo a raggiungere il banco per qualche cosa da metter sotto i denti poco o nulla messo lì sciattamente nella semi oscurità ora capisco il perchè del buio servizio pessimo costo spropositato alla larga,tadino,neg
2017-11-04,50,brunch da leccarsi i baffi!,sono venuto qua con gli amici e abbiamo preso diversi tipi di brunch tutti buoni ed abbondanti consiglio quello con l hamburger ma è molto buono anche quello con il salmone da tornarci,tadino,pos
2017-11-04,10,da evitare,ci siamo fermati per bere una birra il calice 033 era riempito a 34 e spillata male con uno stuzzichino poco più che misero 6 a birra  neanche a manhattan  assolutamente da evitare ,tadino,neg
2017-11-02,30,non rifarei il brunch,brunch saint germain nella media buono nulla di particolarmente ricercato immotivatamente costosetto,tadino,neg
2017-11-02,30,un aperitivo discreto ma il prezzo...,non è la prima volta che vado a prendere un aperitivo da pandenus sapevo che non è economicissimo ma mangi bene tuttavia ho avuto la sfortuna di passare una domenica sera aperitivo scarso nnt di speciale sarà che il menu varia da locale a locale ma a parer mio il pandenus di piazza concordia è migliore,tadino,neg
2017-10-31,30,buon brunch domenicale,il brunch non è a buffet ma è servito al tavolo propongono quattro diversi menu qualità buona servizio abbastanza veloce il locale è piccolo e molto rumoroso,tadino,neg
2017-10-29,40,buon aperitivo davvero,luogo carino piccolino intimo con un buffet daperitivo davvero buono cè da aspettare un po per il tavolino ma ne vale la pena,tadino,pos
2017-10-24,40,brunch impeccabile,ho avuto il piacere di fare brunch una domenica anche se non avevamo prenotato ci hanno fatto accomodare dopo poco tempo ci hanno servito abbastanza rapidamente nonostante il locale fosse pieno abbiamo preso un menù saint germain a base di salmone affumicato gamberi al vapore patate arrosto uova sode french toast insalata con pomodorini e noci e tante altre cose tutto impeccabile ben cucinato saporito anche le quantità sono abbondanti chiaramente il prezzo non è basso ma lo reputo adeguato allottima esperienza sicuramente da rifare consigliatissimo,tadino,pos
2017-10-21,50,finalmente ottime brioches e croissants a milano,milano a differenza di torino non ha una tradizione di piccola pasticceria da colazione e più facile trovare le brioches e i croissants congelati che non fresche ed artigianali spesso anche quelle artigianali tipicamente nelle panetterie che offrono anche il servizio di caffetteria non sono di grande qualità pandenus è una felice eccezione brioches e croissants sono freschi e fragranti veramente di ottima qualità lambiente pur soffrendo un poco lo spazio limitato è piacevole,tadino,pos
2017-10-20,10,braccino corto corto corto,laperitivo una volta era un tripudio di pizze e pizzette oggi due bruschette striminzite couscous vari e verdurine cocktail buoni vino poco poco prezzo tanto tanto,tadino,neg
2017-10-13,50,migliore cappuccino,cercavo un posto per la colazione a milano mi sono fidata da un articolo trovato sul internet ma non immaginavo che fossi così buono cornetto alla mandorla e cappuccino ma il miglior cappuccino che ho mai preso spero di tornare presto a milano,tadino,pos
2017-10-10,10,maleducazione da parte del responsabile,sono stato in questo locale dove laccoglienza e veramente buonaho preso una birra e nn hanno portato nemmeno una patatina ma ve beneil locale e molto bello ma un consiglio cambiate il responsabile perche la sua sgorbutezza e unica,tadino,neg
2017-10-03,50,servizio ed atmosfera,siamo venuti a fare aperitivo da pandenus in via tadino a fine agosto le cameriere sono state molto cordiali e rispettose e i tempi di attesa sono stati minimi atmosfera piacevole e ottimi cocktails consigliatissimo,tadino,pos
2017-10-03,20,aperitivo caro,premetto posto carino e personale molto gentile tutto questo tuttavia non giustifica a mio avviso i prezzi troppo alti per un buffet non particolarmente sorprendente in varietà e qualità attenzione ai costi aperitivo la 2 consumazione viene fatta pagare quanto la 1 e di questa prassi non cè menzione né nei menu né nei cartelli affissi al locale tantomeno viene comunicata dal personale di sala resoconto 4 bicchieri di vino  36  così no va,tadino,neg
2017-10-02,50,tutto ottimo!,perfetto per un brunch si può scegliere tra menù italiano e internazionale tutti a prezzo fisso il personale è stato molto gentile e disponibile il servizio rapido e gradevole ottima posizione abbiamo scelto quello vicino porta venezia lo consiglio per iniziare al meglio il weekend,tadino,pos
2017-10-01,40,uno dei miei posti preferiti,ci sono stata in diverse occasioni devo dire che la scelta food e sempre ottima con panini che non stancano mai e piatti deliziosi locale intimo e accogliente a tutte le ore posto preferito per il brunch a milano un grazie particolare va alla ragazza in cassa carlotta una vera certezza molto professionale e disponibile,tadino,pos
